Sl,PID,FN,LN,Pos,Coun,DOB
1577,1804,Richard,Garcia,F,Australia,04-Sep-81
1578,1805,Frederic,Kanoute,F,Mali,02-Sep-77
1579,1806,Trond,Andersen,D,Norway,01-Jun-75
1580,1807,Walid,Badir,M,Israel,12-Mar-74
1581,1808,Martin,Andresen,M,Norway,02-Feb-77
1582,1809,Wayne,Gray,F,England,07-Nov-80
1583,1810,Andreas,Lund,F,Norway,07-May-75
1584,1813,Jorge,Cadete,F,Portugal,27-Aug-68
1585,1814,Bruno,Rodriguez,F,France,25-Nov-72
1586,1815,Darren,Moore,D,Jamaica,22-Apr-74
1587,1817,Avi,Nimni,M,Israel,26-Apr-72
1588,1818,Shaun,Goodwin,M,England,14-Jun-69
1589,1820,Franck,Dumas,D,France,09-Jan-68
1590,1823,Marco,Almeida,D,Portugal,19-Feb-73
1591,1824,Clint,Easton,M,England,01-Nov-77
1592,1825,Mark,Williams,D,Northern Ireland,28-Sep-70
1593,1826,Xavier,Gravelaine,F,France,05-Oct-68
1594,1827,Chris,Willmott,D,England,30-Sep-77
1595,1828,Graham,Stack,G,Ireland,26-Sep-81
1596,1829,John,Halls,D,England,14-Feb-82
1597,1830,Moritz,Volz,D,Germany,21-Jan-83
1598,1831,Laureano,Bisan Etame-Mayer,D,Cameroon,19-Jan-77
1599,1832,Igors,Stepanovs,D,Latvia,21-Jan-76
1600,1834,Eduardo César,Daude Gaspar,M,Brazil,15-May-78
1601,1835,Robert,Pires,M,France,29-Oct-73
1602,1836,Sylvain,Wiltord,F,France,10-May-74
1603,1837,Tomas,Danilevicius,F,Lithuania,18-Jul-77
1604,1839,Özalan,Alpay,D,Turkey,29-May-73
1605,1840,Thomas,Hitzlsperger,M,Germany,05-Apr-82
1606,1841,Stephen,Cooke,M,England,15-Feb-83
1607,1842,Stefan,Moore,F,England,28-Sep-83
1608,1843,Juan Pablo,Ángel,F,Colombia,24-Oct-75
1609,1845,Gary,Locke,M,Scotland,16-Jun-75
1610,1847,Tony,Caig,G,England,11-Apr-74
1611,1848,Dean,Kiely,G,Ireland,10-Oct-70
1612,1849,Danny,Shittu,D,Nigeria,02-Sep-80
1613,1850,Radostin,Kishishev,D,Bulgaria,30-Jul-74
1614,1851,Claus,Jensen,M,Denmark,29-Apr-77
1615,1852,Karim,Bagheri,M,Iran,20-Feb-74
1616,1853,Mathias,Svensson,F,Sweden,24-Sep-74
1617,1854,Shaun,Bartlett,F,South Africa,31-Oct-72
1618,1855,Jonatan,Johansson,F,Finland,16-Aug-75
1619,1857,Winston,Bogarde,D,Netherlands,22-Oct-70
1620,1860,Slavisa,Jokanovic,M,Serbia,16-Aug-68
1621,1861,Rati,Aleksidze,M,Georgia,03-Aug-78
1622,1862,Mario,Stanic,M,Croatia,10-Apr-72
1623,1863,Jesper,Grønkjaer,M,Denmark,12-Aug-77
1624,1866,Eidur,Gudjohnsen,F,Iceland,15-Sep-78
1625,1868,Calum,Davenport,D,England,01-Jan-83
1626,1869,Craig,Bellamy,F,Wales,13-Jul-79
1627,1870,Lee,Grant,G,England,27-Jan-83
1628,1871,Lilian,Martin,D,France,28-May-71
1629,1872,Taribo,West,D,Nigeria,26-Mar-74
1630,1873,Bjorn Otto,Bragstad,D,Norway,05-Jan-71
1631,1874,Con,Blatsis,D,Greece,06-Jul-77
1632,1875,Youl,Mawene,D,France,16-Jul-79
1633,1876,Thordur,Gudjonsson,M,Iceland,14-Oct-73
1634,1877,Simo,Valakari,M,Finland,28-Apr-73
1635,1879,Gary,Twigg,F,Scotland,19-Mar-84
1636,1881,Tony,Hibbert,D,England,20-Feb-81
1637,1882,Gary,Naysmith,D,Scotland,16-Nov-78
1638,1883,Idan,Tal,M,Israel,13-Sep-75
1639,1884,Alex,Nyarko,M,Ghana,15-Oct-73
1640,1885,Kevin,McLeod,M,England,12-Sep-80
1641,1886,Thomas,Gravesen,M,Denmark,11-Mar-76
1642,1887,Leon,Osman,M,England,17-May-81
1643,1889,Wayne,Brown,D,England,20-Aug-77
1644,1890,Titus,Bramble,D,England,31-Jul-81
1645,1894,Fabian,Wilnis,D,Netherlands,23-Aug-70
1646,1895,John,McGreal,D,England,02-Jun-72
1647,1896,Mark,Venus,D,England,06-Apr-67
1648,1897,Richard,Naylor,D,England,28-Feb-77
1649,1898,Matt,Holland,M,Ireland,11-Apr-74
1650,1899,Jermaine,Wright,M,England,21-Oct-75
1651,1900,Nabil,Abidallah,M,Netherlands,05-Aug-82
1652,1901,Martijn,Reuser,M,Netherlands,01-Feb-75
1653,1903,William Marcus,Stewart,F,England,07-Nov-72
1654,1904,Mark,Burchill,F,Scotland,18-Aug-80
1655,1906,Jacob,Burns,M,Australia,20-Apr-78
1656,1907,Jamie,McMaster,M,Australia,29-Nov-82
1657,1909,Mark,Viduka,F,Australia,09-Oct-75
1658,1911,Damien,Delaney,D,Ireland,20-Jul-81
1659,1912,Jon,Ashton,D,England,04-Oct-82
1660,1913,Kevin,Ellison,M,England,23-Feb-79
1661,1914,Matt,Piper,M,England,29-Sep-81
1662,1915,Lee,Marshall,M,England,21-Jan-79
1663,1916,Junior,Lewis,M,England,09-Oct-73
1664,1917,Trevor,Benjamin,F,Jamaica,08-Feb-79
1665,1919,Gregory,Vignal,D,France,19-Jul-81
1666,1920,Markus,Babbel,D,Germany,08-Sep-72
1667,1921,Igor,Biscan,M,Croatia,04-May-78
1668,1924,Bernard,Diomede,M,France,23-Jan-74
1669,1925,Jari,Litmanen,F,Finland,20-Feb-71
1670,1926,Brian,Murphy,G,Ireland,07-May-83
1671,1927,Nicholas,Weaver,G,England,02-Mar-79
1672,1928,Paul,Ritchie,D,Scotland,21-Aug-75
1673,1929,Stephen,Jordan,D,England,06-Mar-82
1674,1931,Chris,Shuker,M,England,09-May-82
1675,1932,Dickson,Etuhu,M,Nigeria,08-Jun-82
1676,1933,Terence,Dunfield,M,Canada,20-Feb-82
1677,1934,Shaun,Wright-Phillips,M,England,25-Oct-81
1678,1935,Danny,Tiatto,M,Australia,22-May-73
1679,1936,Gerard,Wiekens,M,Netherlands,25-Feb-73
1680,1938,Shaun,Goater,F,Bermuda,25-Feb-70
1681,1939,Andy,Goram,G,Scotland,13-Apr-64
1682,1940,Fabien,Barthez,G,France,28-Jun-71
1683,1941,Alan,Tate,D,England,02-Sep-82
1684,1943,Darren,Fletcher,M,Scotland,01-Feb-84
1685,1947,Brad,Jones,G,Australia,19-Mar-82
1686,1948,Stuart,Parnaby,D,England,19-Jul-82
1687,1949,Christian,Karembeu,M,France,03-Dec-70
1688,1950,Paul,Okon,M,Australia,05-Apr-72
1689,1951,Alen,Boksic,F,Croatia,31-Jan-70
1690,1952,Joseph-Desire,Job,F,Cameroon,01-Dec-77
1691,1954,Wayne,Quinn,D,England,19-Nov-76
1692,1955,Olivier,Bernard,D,France,14-Oct-79
1693,1956,Clarence,Acuna,M,Chile,08-Feb-75
1694,1957,Christian,Bassedas,M,Argentina,16-Feb-73
1695,1958,Brian,Kerr,M,Scotland,12-Oct-81
1696,1959,Tresor,Lua Lua Lomana,F,The Democratic Republic Of Congo,28-Dec-80
1697,1960,Daniel,Cordone,F,Argentina,06-Jan-74
1698,1962,Foluwashola,Ameobi,F,Nigeria,12-Oct-81
1699,1963,Imants,Bleidelis,D,Latvia,16-Aug-75
1700,1964,Scott,McDonald,F,Australia,21-Aug-83
1701,1967,Jürgen,Macho,G,Austria,24-Aug-77
1702,1969,Ben,Clark,D,England,23-Jan-83
1703,1970,Patrice,Carteron,D,France,30-Jul-70
1704,1971,Stanislav,Varga,D,Slovakia,08-Oct-72
1705,1972,Julio,Arca,M,Argentina,31-Jan-81
1706,1973,Kevin,Kyle,F,Scotland,07-Jun-81
1707,1974,Stephen,Kelly,D,Ireland,06-Sep-83
1708,1975,Alton,Thelwell,D,England,05-Sep-80
1709,1978,Serhiy,Rebrov,F,Ukraine,03-Jun-74
1710,1979,Hayden,Foxe,D,Australia,23-Jun-77
1711,1980,Sebastien,Schemmel,D,France,02-Jun-75
1712,1981,Ragnvald,Soma,D,Norway,10-Nov-79
1713,1982,Kieran,Richardson,M,England,21-Oct-84
1714,1983,Christian,Bassila,M,France,05-Oct-77
1715,1984,Svetoslav,Todorov,F,Bulgaria,30-Aug-78
1716,1986,James,Harper,M,England,09-Nov-80
1717,1987,Luc,Nilis,F,Belgium,25-May-67
1718,1988,Greg,Shields,D,Scotland,21-Aug-76
1719,1989,Christian,Panucci,D,Italy,12-Apr-73
1720,1990,Ivan,Guerrero,D,Honduras,30-Nov-77
1721,1991,David,Johnson,F,England,15-Aug-76
1722,1992,Roberto,Mancini,F,Italy,27-Nov-64
1723,1994,Daniel,Allsopp,F,Australia,10-Aug-78
1724,1998,Hannu,Tihinen,D,Finland,01-Jul-76
1725,1999,Jamie,Ashdown,G,England,30-Nov-80
1726,2000,Ryan,Garry,D,England,29-Sep-83
1727,2001,Stathis,Tavlaridis,D,Greece,25-Jan-80
1728,2002,Kolo,Touré,D,Cote D'Ivoire,19-Mar-81
1729,2003,Giovanni,van Bronckhorst,M,Netherlands,05-Feb-75
1730,2005,Junichi,Inamoto,M,Japan,18-Sep-79
1731,2006,Rohan,Ricketts,M,England,22-Dec-82
1732,2007,Steve,Sidwell,M,England,14-Dec-82
1733,2008,Jerome,Thomas,M,England,23-Mar-83
1734,2009,David,Bentley,F,England,27-Aug-84
1735,2011,Boaz,Myhill,G,Wales,09-Nov-82
1736,2012,Olof,Mellberg,D,Sweden,03-Sep-77
1737,2013,Liam,Ridgewell,D,England,21-Jul-84
1738,2014,Bosko,Balaban,F,Croatia,15-Oct-78
1739,2017,Nils-Eric,Johansson,D,Sweden,13-Jan-80
1740,2018,Lucas,Neill,D,Australia,09-Mar-78
1741,2021,Hakan,Ünsal,M,Turkey,14-May-73
1742,2022,Alan,Mahon,M,Ireland,04-Apr-78
1743,2023,Jonathan,Douglas,M,Ireland,22-Nov-81
1744,2024,Kerimoglou,Tugay,M,Turkey,24-Aug-70
1745,2026,Corrado,Grabbi,F,Italy,29-Jul-75
1746,2027,Jorge,González Díaz,F,Spain,14-Sep-74
1747,2028,Steve,Banks,G,England,09-Feb-72
1748,2030,Leam,Richardson,D,England,19-Nov-79
1749,2031,Nicky,Hunt,D,England,03-Sep-83
1750,2032,Bruno,N'Gotty,D,France,10-Jun-71
1751,2033,Kostas,Konstantinidis,M,Greece,31-Aug-72
1752,2034,Stig,Töfting,M,Denmark,14-Aug-69
1753,2035,Jermaine,Johnson,M,Jamaica,25-Jun-80
1754,2036,Jeff,Smith,M,England,28-Jun-80
1755,2037,Youri,Djorkaeff,M,France,09-Mar-68
1756,2038,Nicky,Southall,M,England,28-Jan-72
1757,2040,Kevin,Nolan,M,England,24-Jun-82
1758,2041,Ricardo,Gardner,M,Jamaica,25-Sep-78
1759,2042,Fredi,Bobic,F,Germany,30-Oct-71
1760,2043,Bo,Hansen,F,Denmark,16-Jun-72
1761,2044,Michael,Ricketts,F,England,04-Dec-78
1762,2047,Jonathan,Walters,F,Ireland,20-Sep-83
1763,2048,Henrik,Pedersen,F,Denmark,10-Jun-75
1764,2050,Jorge Paulo,Costa Almeida,D,Portugal,01-Jul-70
1765,2051,Jonathan,Fortune,D,England,23-Aug-80
1766,2052,Jamal,Campbell-Ryce,M,Jamaica,06-Apr-83
1767,2053,Robert,Huth,D,Germany,18-Aug-84
1768,2054,William,Gallas,D,France,17-Aug-77
1769,2056,Boudewijn,Zenden,M,Netherlands,15-Aug-76
1770,2058,Carlton,Cole,F,England,12-Oct-83
1771,2059,Patrick,Foletti,G,Switzerland,27-May-74
1772,2060,Francois,Grenet,D,France,08-Mar-75
1773,2061,Luciano,Zavagno,D,Argentina,06-Aug-77
1774,2063,Tobias,Linderoth,M,Sweden,21-Apr-79
1775,2064,Wayne,Rooney,F,England,24-Oct-85
1776,2065,Nick,Chadwick,F,England,26-Oct-82
1777,2066,Tomasz,Radzinski,F,Canada,14-Dec-73
1778,2069,Marcus,Hahnemann,G,United States,15-Jun-72
1779,2070,Edwin,van der Sar,G,Netherlands,29-Oct-70
1780,2072,Steve,Finnan,D,Ireland,20-Apr-76
1781,2073,Abdeslam,Ouaddou,D,Morocco,01-Nov-78
1782,2074,Mark,Hudson,D,England,30-Mar-82
1783,2075,Zat,Knight,D,England,02-May-80
1784,2076,Dean,Leacock,D,England,10-Jun-84
1785,2077,Andrejs,Stolcers,M,Latvia,08-Jul-74
1786,2078,Steed,Malbranque,M,France,06-Jan-80
1787,2079,Sylvain,Legwinski,M,France,10-Jun-73
1788,2080,Sean,Davis,M,England,20-Sep-79
1789,2081,Eddie,Lewis,M,United States,17-May-74
1790,2084,Calum,Willock,F,Saint Kitts And Nevis,29-Oct-81
1791,2085,Barry,Hayles,F,England,17-May-72
1792,2086,Steve,Marlet,F,France,01-Oct-74
1793,2087,Elvis,Hammond,F,Ghana,06-Oct-80
1794,2090,Matteo,Sereni,G,Italy,11-Feb-75
1795,2091,Thomas,Gaardsoe,D,Denmark,23-Nov-79
1796,2092,Sixto,Peralta,M,Argentina,16-Apr-79
1797,2093,Darren,Ambrose,M,England,29-Feb-84
1798,2094,Ulrich,Le Pen,M,France,21-Jan-74
1799,2095,Tommy,Miller,M,England,08-Jan-79
1800,2096,Finidi,George,M,Nigeria,15-Apr-71
1801,2098,Darren,Bent,F,England,06-Feb-84
1802,2099,Pablo,Counago,F,Spain,09-Aug-79
1803,2100,James,Milner,M,England,04-Jan-86
1804,2101,Caleb,Folan,F,Ireland,26-Oct-82
1805,2103,Martin,Reeves,D,England,07-Sep-81
1806,2104,Matt,Heath,D,England,11-Jan-81
1807,2105,Thomas,Williamson,M,England,24-Dec-84
1808,2106,Jonathan,Stevenson,F,England,13-Oct-82
1809,2107,Tommy,Wright,F,England,28-Sep-84
1810,2109,Jerzy,Dudek,G,Poland,23-Mar-73
1811,2110,John Arne,Riise,D,Norway,24-Sep-80
1812,2111,Milan,Baros,F,Czech Republic,28-Oct-81
1813,2112,Roy,Carroll,G,Northern Ireland,30-Sep-77
1814,2114,Laurent,Blanc,D,France,19-Nov-65
1815,2116,Juan Sebastián,Verón,M,Argentina,09-Mar-75
1816,2117,Ruud,van Nistelrooy,F,Netherlands,01-Jul-76
1817,2118,Diego,Forlán,F,Uruguay,19-May-79
1818,2119,David,Murphy,D,England,01-Mar-84
1819,2120,Franck,Queudrue,D,France,27-Aug-78
1820,2121,Michael,Debeve,M,France,01-Dec-70
1821,2122,Stewart,Downing,M,England,22-Jul-84
1822,2123,Szilard,Nemeth,F,Slovakia,08-Aug-78
1823,2125,Sylvain,Distin,D,France,16-Dec-77
1824,2126,Laurent,Robert,M,France,21-May-75
1825,2127,Jermaine,Jenas,M,England,18-Feb-83
1826,2128,Michael,Chopra,F,England,28-Dec-83
1827,2129,Chris,Baird,D,Northern Ireland,25-Feb-82
1828,2130,Anders,Svensson,M,Sweden,17-Jul-76
1829,2131,Fabrice,Fernandes,M,France,29-Oct-79
1830,2132,Agustin,Delgado,F,Ecuador,23-Dec-74
1831,2133,Brett,Ormerod,F,England,18-Oct-76
1832,2135,Bernt,Haas,D,Switzerland,08-Apr-78
1833,2136,Joachim,Björklund,D,Sweden,15-Mar-71
1834,2138,Claudio,Reyna,M,United States,20-Jul-73
1835,2139,Lilian,Laslandes,F,France,04-Sep-71
1836,2140,David,Bellion,F,France,27-Nov-82
1837,2141,Patrick,Mboma,F,Cameroon,15-Nov-70
1838,2144,Goran,Bunjevcevic,D,Serbia,17-Feb-73
1839,2146,Jamie,Slabber,F,England,31-Dec-84
1840,2148,Glen,Johnson,D,England,23-Aug-84
1841,2149,Vladimir,Labant,D,Slovakia,08-Jun-74
1842,2150,Tomas,Repka,D,Czech Republic,02-Jan-74
1843,2151,Elliott,Ward,D,England,19-Jan-85
1844,2152,Leon,Britton,M,England,16-Sep-82
1845,2153,Laurent,Courtois,M,France,11-Sep-78
1846,2154,Mario,Espartero,M,France,17-Jan-78
1847,2155,Djibril,Diawara,D,Senegal,03-Jan-75
1848,2156,Pierre,Ducrocq,M,France,18-Dec-76
1849,2157,Daniele,Daino,D,Italy,09-Aug-79
1850,2158,Kevin,Betsy,M,Seychelles,20-Mar-78
1851,2161,Rami,Shaaban,G,Sweden,30-Jun-75
1852,2162,Pascal,Cygan,D,France,29-Apr-74
1853,2163,Justin,Hoyte,D,Trinidad And Tobago,20-Nov-84
1854,2164,Kerrea,Gilbert,D,England,28-Feb-87
1855,2165,Gilberto Aparecido,da Silva,M,Brazil,07-Oct-76
1856,2167,Stefan,Postma,G,Netherlands,10-Jun-76
1857,2168,Rob,Edwards,D,Wales,25-Dec-82
1858,2169,Ulises,de la Cruz,D,Ecuador,08-Feb-74
1859,2171,Peter,Whittingham,M,England,08-Sep-84
1860,2172,Keith,Fahey,M,Ireland,15-Jan-83
1861,2173,Johannes Karl,Gudjonsson,M,Iceland,25-May-80
1862,2175,Marcus,Allbäck,F,Sweden,05-Jul-73
1863,2176,Ian,Bennett,G,England,10-Oct-71
1864,2177,Nico,Vaesen,G,Belgium,28-Sep-69
1865,2178,Jonathan,Hutchinson,D,England,02-Apr-82
1866,2179,Ferdinand,Coly,D,Senegal,10-Sep-73
1867,2180,Michael,Johnson,D,Jamaica,04-Jul-73
1868,2181,Darren,Purse,D,England,14-Feb-77
1869,2182,Martin,Grainger,D,England,23-Aug-72
1870,2183,Mat,Sadler,D,England,26-Feb-85
1871,2184,Olivier,Tebily,D,Cote D'Ivoire,19-Dec-75
1872,2185,Paul,Devlin,M,Scotland,14-Apr-72
1873,2186,Piotr,Swierczewski,M,Poland,08-Apr-72
1874,2187,Bryan,Hughes,M,England,19-Jun-76
1875,2188,Aliou,Cisse,M,Senegal,24-Mar-76
1876,2189,Jovan,Kirovski,M,United States,18-Mar-76
1877,2191,Darren,Carter,M,England,18-Dec-83
1878,2192,Curtis,Woodhouse,M,England,17-Apr-80
1879,2193,Stern,John,F,Trinidad And Tobago,30-Oct-76
1880,2194,Christophe,Dugarry,F,France,24-Mar-72
1881,2195,Craig,Fagan,F,England,11-Dec-82
1882,2196,Geoff,Horsfield,F,England,01-Nov-73
1883,2198,Vratislav,Gresko,D,Slovakia,24-Jul-77
1884,2199,James,McEveley,D,Scotland,11-Feb-85
1885,2201,Neil,Danns,M,England,23-Nov-82
1886,2203,Hakan,Sükür,F,Turkey,01-Sep-71
1887,2204,Paul,Gallagher,F,Scotland,08-Sep-84
1888,2205,Florent,Laville,D,France,07-Aug-73
1889,2206,Bernard,Mendy,D,France,20-Aug-81
1890,2207,Danny,Livesey,D,England,30-Dec-84
1891,2208,Ivan,Campo,M,Spain,21-Feb-74
1892,2209,Jay Jay,Okocha,M,Nigeria,14-Aug-73
1893,2210,Salvador,Ballesta Vialcho,F,Spain,25-May-75
1894,2211,Delroy,Facey,F,Grenada,22-Apr-80
1895,2212,Pierre-Yves,André,F,France,14-May-74
1896,2214,Robert,Elliot,G,Ireland,30-Apr-86
1897,2215,Stephan,Andersen,G,Denmark,26-Nov-81
1898,2216,Darren,Randolph,G,Ireland,12-May-87
1899,2217,Michael,Turner,D,England,09-Nov-83
1900,2219,Osei,Sankofa,D,England,19-Mar-85
1901,2220,Nathan,Ashton,D,England,30-Jan-87
1902,2224,Lloyd,Sam,M,Ghana,27-Sep-84
1903,2225,Dennis,Rommedahl,M,Denmark,22-Jul-78
1904,2231,Lenny,Pidgeley,G,England,07-Feb-84
1905,2232,Enrique,De Lucas,M,Spain,17-Aug-78
1906,2233,Alexis,Nicolas,M,England,13-Feb-83
1907,2234,Filipe Vilaca,Oliveira,M,Portugal,27-May-84
1908,2235,Iain,Turner,G,Scotland,26-Jan-84
1909,2236,Li,Weifeng,D,China,26-Jan-78
1910,2239,Joseph,Yobo,D,Nigeria,06-Sep-80
1911,2240,Juliano,Rodrigo,M,Brazil,08-Jul-76
1912,2242,Li,Tie,M,China,18-Sep-77
1913,2244,Martin,Herrera,G,Argentina,13-Sep-70
1914,2245,Pierre,Wome,D,Cameroon,26-Mar-79
1915,2246,Martin,Djetou,M,France,15-Jan-74
1916,2247,Facundo,Sava,F,Argentina,07-Mar-74
1917,2250,Scott,Carson,G,England,03-Sep-85
1918,2254,Teddy,Lucic,D,Sweden,15-Apr-73
1919,2255,Raúl,Bravo,D,Spain,14-Apr-81
1920,2258,Frazer,Richardson,D,England,29-Oct-82
1921,2259,Clarke,Carlisle,D,England,14-Oct-79
1922,2260,Matthew,Kilgallon,D,England,08-Jan-84
1923,2263,Matthew,Spring,M,England,17-Nov-79
1924,2270,Aaron,Lennon,M,England,16-Apr-87
1925,2274,Adam,Johnson,M,England,14-Jul-87
1926,2275,Simon,Johnson,F,England,09-Mar-83
1927,2277,Patrice,Luzi,G,France,08-Jul-80
1928,2278,Jon,Otsemobor,D,England,23-Mar-83
1929,2279,Stephen,Warnock,D,England,12-Dec-81
1930,2282,John,Welsh,M,England,10-Jan-84
1931,2283,Alou,Diarra,M,France,15-Jul-81
1932,2284,Bruno,Cheyrou,M,France,10-May-78
1933,2285,Salif,Diao,M,Senegal,10-Feb-77
1934,2286,Neil,Mellor,F,England,04-Nov-82
1935,2287,Anthony,Le Tallec,F,France,03-Oct-84
1936,2288,Florent,Sinama-Pongolle,F,France,20-Oct-84
1937,2289,El Hadji,Diouf,F,Senegal,15-Jan-81
1938,2290,Kevin,Stuhr-Ellegaard,G,Denmark,23-May-83
1939,2292,Lucien,Mettomo,D,Cameroon,19-Apr-77
1940,2293,Patrick,McCarthy,D,Ireland,31-May-83
1941,2294,Niclas,Jensen,D,Denmark,17-Aug-74
1942,2295,David,Sommeil,D,France,10-Aug-74
1943,2296,Sun,Jihai,D,China,30-Sep-77
1944,2297,Mikkel,Bischoff,D,Denmark,03-Feb-82
1945,2298,Christian,Negouai,M,France,20-Jan-75
1946,2299,Glenn,Whelan,M,Ireland,13-Jan-84
1947,2300,Ali,Benarbia,M,Algeria,08-Oct-68
1948,2301,Djamel,Belmadi,M,Algeria,27-Mar-76
1949,2303,Joey,Barton,M,England,02-Sep-82
1950,2305,Ricardo,López Felipe,G,Spain,30-Dec-71
1951,2307,Danny,Pugh,M,England,19-Oct-82
1952,2309,Ross,Turnbull,G,England,04-Jan-85
1953,2310,Tony,Vidmar,D,Australia,04-Jul-70
1954,2313,Andrew,Davies,D,England,17-Dec-84
1955,2314,Dorival Guidoni,Junior,M,Brazil,28-May-72
1956,2316,Geremi Sorele,Nijtap Fotso,M,Cameroon,20-Dec-78
1957,2319,Massimo,Maccarone,F,Italy,06-Sep-79
1958,2322,Bradley,Orr,D,England,01-Nov-82
1959,2323,Steven,Taylor,D,England,23-Jan-86
1960,2325,Hugo Miguel,Ferreira Viana,M,Portugal,15-Jan-83
1961,2327,Paul,Smith,G,England,17-Dec-79
1962,2328,Alan,Blayney,G,Northern Ireland,09-Oct-81
1963,2329,Antti,Niemi,G,Finland,31-May-72
1964,2335,Michael,Svensson,D,Sweden,25-Nov-75
1965,2338,Andrew,Surman,M,England,20-Aug-86
1966,2339,Richard,Chaplow,M,England,02-Feb-85
1967,2341,Nathan,Dyer,M,England,29-Nov-87
1968,2344,Talal,El Karkouri,D,Morocco,08-Jul-76
1969,2347,Richie,Ryan,M,Ireland,06-Jan-85
1970,2350,Sean,Thornton,M,Ireland,18-May-83
1971,2351,Chris,Black,M,England,07-Sep-82
1972,2356,Jonathan,Blondel,M,Belgium,03-Apr-84
1973,2357,Kazuyuki,Toda,M,Japan,30-Dec-77
1974,2358,Milenko,Acimovic,M,Slovenia,15-Feb-77
1975,2359,Dean,Marney,M,England,31-Jan-84
1976,2360,Mark,Yeates,F,Ireland,11-Jan-85
1977,2361,Lee,Barnard,F,England,18-Jul-84
1978,2363,Joe,Murphy,G,Ireland,21-Aug-81
1979,2364,James,Chambers,D,England,20-Nov-80
1980,2367,Ifeanyi,Udeze,D,Nigeria,21-Jul-80
1981,2368,Igor,Balis,D,Slovakia,05-Jan-70
1982,2369,Larus,Sigurdsson,D,Iceland,04-Jun-73
1983,2370,Adam,Chambers,D,England,20-Nov-80
1984,2371,Martin,Albrechtsen,D,Denmark,31-Mar-80
1985,2373,Adelino,Batista,M,Angola,30-Aug-71
1986,2374,Derek,McInnes,M,Scotland,05-Jul-71
1987,2375,Sean,Gregan,M,England,29-Mar-74
1988,2380,Artim,Sakiri,M,Macedonia,23-Sep-73
1989,2381,Lloyd,Dyer,M,England,13-Sep-82
1990,2382,Jason,Koumas,M,Wales,25-Sep-79
1991,2384,Scott,Dobie,F,Scotland,10-Oct-78
1992,2385,Jason,Roberts,F,Grenada,25-Jan-78
1993,2388,Lee,Hughes,F,England,22-May-76
1994,2389,Nathan,Ellington,F,England,02-Jul-81
1995,2390,Zoltán,Gera,M,Hungary,22-Apr-79
1996,2391,Sherjill,MacDonald,F,Netherlands,20-Nov-84
1997,2393,Anton,Ferdinand,D,England,18-Feb-85
1998,2394,Édouard,Cissé,M,France,30-Mar-78
1999,2401,Bülent,Akin,M,Turkey,28-Aug-79
2000,2402,Brian,McBride,F,United States,19-Jun-72
2001,2403,Keith,Southern,M,England,24-Apr-81
2002,2409,Jens,Lehmann,G,Germany,10-Nov-69
2003,2412,Philippe,Senderos,D,Switzerland,14-Feb-85
2004,2413,Gaël,Clichy,D,France,26-Jul-85
2005,2415,José Antonio,Reyes,M,Spain,01-Sep-83
2006,2417,Cesc,Fàbregas,M,Spain,04-May-87
2007,2419,Quincy,Owusu-Abeyie,F,Ghana,15-Apr-86
2008,2421,Robert,Olejnik,G,Austria,26-Nov-86
2009,2423,Steven,Davis,M,Northern Ireland,01-Jan-85
2010,2424,Luke,Moore,F,England,13-Feb-86
2011,2425,Colin,Doyle,G,Ireland,12-Jun-85
2012,2427,Neil,Kilkenny,M,Australia,19-Dec-85
2013,2428,Andrew,Barrowman,F,Scotland,27-Nov-84
2014,2430,Lorenzo,Amoruso,D,Italy,28-Jun-71
2015,2433,Barry,Ferguson,M,Scotland,02-Feb-78
2016,2434,Brett,Emerton,M,Australia,22-Feb-79
2017,2435,Steven,Reid,M,Ireland,10-Mar-81
2018,2436,Jon,Stead,F,England,07-Apr-83
2019,2437,Matt,Derbyshire,F,England,14-Apr-86
2020,2442,Ibrahim,Ba,M,France,12-Jan-73
2021,2443,Stelios,Giannakopoulos,M,Greece,12-Jul-74
2022,2445,Mario,Jardel,F,Brazil,18-Sep-73
2023,2446,Javier,Moreno,F,Spain,10-Sep-74
2024,2447,Ricardo,Vaz Te,F,Portugal,01-Oct-86
2025,2449,Marco,Ambrosio,G,Italy,30-May-73
2026,2450,Yves,Ma-Kalambay,G,Belgium,31-Jan-86
2027,2452,Alexei,Smertin,M,Russia,01-May-75
2028,2454,Claude,Makelele,M,France,18-Feb-73
2029,2455,Anthony,Grant,M,England,04-Jun-87
2030,2456,Adrian,Mutu,F,Romania,08-Jan-79
2031,2457,Hernán,Crespo,F,Argentina,05-Jul-75
2032,2460,James,McFadden,M,Scotland,14-Apr-83
2033,2463,Carlos,Bocanegra,D,United States,25-May-79
2034,2464,Liam,Rosenior,D,England,09-Jul-84
2035,2465,Adam,Green,D,England,12-Jan-84
2036,2466,Jerome,Bonnissel,M,France,16-Apr-73
2037,2467,Bobby,Petta,M,Netherlands,06-Aug-74
2038,2468,Zesh,Rehman,M,Pakistan,14-Oct-83
2039,2469,Malik,Buari,M,Ghana,21-Jan-84
2040,2471,Darren,Pratley,F,England,22-Apr-85
2041,2472,Collins,John,F,Netherlands,17-Oct-85
2042,2473,Zoumana,Camara,D,France,03-Apr-79
2043,2474,Martin,Woods,M,Scotland,01-Jan-86
2044,2475,Salomon,Olembé,M,Cameroon,08-Dec-80
2045,2477,Andy,Keogh,F,Ireland,16-May-86
2046,2478,Lamine,Sakho,F,France,28-Sep-77
